"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"KEGG","mmu04974",12,106,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000004201,10090.ENSMUSP00000028280,10090.ENSMUSP00000029848,10090.ENSMUSP00000030372,10090.ENSMUSP00000031668,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000052095,10090.ENSMUSP00000099826,10090.ENSMUSP00000099981,10090.ENSMUSP00000107701","Col1a1,Col5a3,Col5a1,Col24a1,Col9a2,Col1a2,Col4a1,Col4a2,Col26a1,Col23a1,Col15a1,Col7a1",8.24e-10,2.74e-07,"Protein digestion and absorption"
"KEGG","mmu00071",6,50,10090,"10090.ENSMUSP00000015829,10090.ENSMUSP00000027153,10090.ENSMUSP00000028004,10090.ENSMUSP00000031524,10090.ENSMUSP00000045291,10090.ENSMUSP00000069539","Acadsb,Acadl,Aldh9a1,Acads,Acsl3,Cpt1c",1.15e-05,0.0019,"Fatty acid degradation"
"KEGG","mmu05100",6,71,10090,"10090.ENSMUSP00000000058,10090.ENSMUSP00000007799,10090.ENSMUSP00000053371,10090.ENSMUSP00000078281,10090.ENSMUSP00000082822,10090.ENSMUSP00000099368","Cav2,Cav1,Cltb,Arhgef26,Arpc1b,Cttn",7.19e-05,0.008,"Bacterial invasion of epithelial cells"
"KEGG","mmu00280",5,55,10090,"10090.ENSMUSP00000015829,10090.ENSMUSP00000028004,10090.ENSMUSP00000031445,10090.ENSMUSP00000031524,10090.ENSMUSP00000139684","Acadsb,Aldh9a1,Aacs,Acads,Bckdhb",0.00021,0.0142,"Valine, leucine and isoleucine degradation"
"KEGG","mmu01212",5,61,10090,"10090.ENSMUSP00000015829,10090.ENSMUSP00000027153,10090.ENSMUSP00000031524,10090.ENSMUSP00000045291,10090.ENSMUSP00000069539","Acadsb,Acadl,Acads,Acsl3,Cpt1c",0.00033,0.0142,"Fatty acid metabolism"
"KEGG","mmu04142",7,128,10090,"10090.ENSMUSP00000013304,10090.ENSMUSP00000019231,10090.ENSMUSP00000040756,10090.ENSMUSP00000053371,10090.ENSMUSP00000099381,10090.ENSMUSP00000106709,10090.ENSMUSP00000151313","Atp6v0d1,Atp6ap1,Atp6v1h,Cltb,Ctsa,Ap1s1,Cd63",0.00024,0.0142,"Lysosome"
"KEGG","mmu04260",6,84,10090,"10090.ENSMUSP00000000090,10090.ENSMUSP00000031423,10090.ENSMUSP00000040717,10090.ENSMUSP00000049457,10090.ENSMUSP00000108413,10090.ENSMUSP00000155514","Cox5a,Atp2a2,Cox8a,Cacna2d1,Cacna1c,Cacnb3",0.00017,0.0142,"Cardiac muscle contraction"
"KEGG","mmu04512",6,86,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000030372,10090.ENSMUSP00000031668,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000137931","Col1a1,Col9a2,Col1a2,Col4a1,Col4a2,Agrn",0.00019,0.0142,"ECM-receptor interaction"
"KEGG","mmu05165",11,342,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000013304,10090.ENSMUSP00000019231,10090.ENSMUSP00000023165,10090.ENSMUSP00000030372,10090.ENSMUSP00000031668,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000040756,10090.ENSMUSP00000051331,10090.ENSMUSP00000127552","Col1a1,Atp6v0d1,Atp6ap1,Crebbp,Col9a2,Col1a2,Col4a1,Col4a2,Atp6v1h,Axin2,Atp6v0e",4e-04,0.0148,"Human papillomavirus infection"
"KEGG","mmu04510",8,196,10090,"10090.ENSMUSP00000000058,10090.ENSMUSP00000001547,10090.ENSMUSP00000007799,10090.ENSMUSP00000030372,10090.ENSMUSP00000031668,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000068895","Cav2,Col1a1,Cav1,Col9a2,Col1a2,Col4a1,Col4a2,Capn2",0.00057,0.0189,"Focal adhesion"
