"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"Process","GO:0048731",77,4105,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002360,10090.ENSMUSP00000006629,10090.ENSMUSP00000009550,10090.ENSMUSP00000013667,10090.ENSMUSP00000015987,10090.ENSMUSP00000018755,10090.ENSMUSP00000019516,10090.ENSMUSP00000019611,10090.ENSMUSP00000019992,10090.ENSMUSP00000021077,10090.ENSMUSP00000022369,10090.ENSMUSP00000022947,10090.ENSMUSP00000025166,10090.ENSMUSP00000025618,10090.ENSMUSP00000026551,10090.ENSMUSP00000027897,10090.ENSMUSP00000028062,10090.ENSMUSP00000028239,10090.ENSMUSP00000028280,10090.ENSMUSP00000031445,10090.ENSMUSP00000031447,10090.ENSMUSP00000031668,10090.ENSMUSP00000032768,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000037909,10090.ENSMUSP00000038181,10090.ENSMUSP00000038514,10090.ENSMUSP00000041579,10090.ENSMUSP00000043816,10090.ENSMUSP00000044276,10090.ENSMUSP00000045478,10090.ENSMUSP00000046185,10090.ENSMUSP00000046906,10090.ENSMUSP00000047353,10090.ENSMUSP00000055178,10090.ENSMUSP00000055225,10090.ENSMUSP00000065832,10090.ENSMUSP00000066701,10090.ENSMUSP00000067181,10090.ENSMUSP00000067241,10090.ENSMUSP00000071966,10090.ENSMUSP00000073124,10090.ENSMUSP00000076367,10090.ENSMUSP00000076459,10090.ENSMUSP00000078945,10090.ENSMUSP00000080579,10090.ENSMUSP00000080716,10090.ENSMUSP00000081946,10090.ENSMUSP00000082682,10090.ENSMUSP00000083077,10090.ENSMUSP00000084043,10090.ENSMUSP00000084541,10090.ENSMUSP00000085192,10090.ENSMUSP00000088333,10090.ENSMUSP00000090245,10090.ENSMUSP00000092148,10090.ENSMUSP00000096241,10090.ENSMUSP00000099935,10090.ENSMUSP00000101049,10090.ENSMUSP00000103881,10090.ENSMUSP00000104322,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000112104,10090.ENSMUSP00000113500,10090.ENSMUSP00000115246,10090.ENSMUSP00000116426,10090.ENSMUSP00000130668,10090.ENSMUSP00000133302,10090.ENSMUSP00000138326,10090.ENSMUSP00000142284,10090.ENSMUSP00000143605,10090.ENSMUSP00000143677,10090.ENSMUSP00000148145,10090.ENSMUSP00000153410","Col1a1,Angptl4,Sptbn1,Elk1,Bcas1,Rxrg,Pdlim4,Nrbp2,Arhgef25,Lama4,Slc9a3r1,Vcl,Matn2,Cdh2,Pcsk5,Dpysl4,Smyd2,Vim,Gsn,Col5a1,Aacs,Anxa3,Col1a2,Nr2f2,Col4a1,Col4a2,Ntrk3,Kat6a,Irs2,Lgi4,Col27a1,Sh3pxd2b,Lzts2,Mbp,Ppp1r9a,Atp1b2,Vstm4,Kcna1,Cdkn1b,Mpz,Aatk,Nav1,Plxnb1,Plec,Gjc3,Sgcd,Htt,Dysf,Erbb3,Ubp1,Hmgb1,Atp1a2,Spp1,Foxd3,Col3a1,Sema6c,Marcks,Nfasc,Prx,L1cam,Col18a1,Wwp1,Gas7,Plcb1,Bcl2,Hnrnpk,Cadm2,Drp2,Rapgef3,Ncam1,Apoe,Ank3,Sema4c,Ugt8a,Camk2d,Cebpd,Aldh1a1",8.5e-11,1.35e-06,"System development"
"Process","GO:0007275",80,4513,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002360,10090.ENSMUSP00000006629,10090.ENSMUSP00000009550,10090.ENSMUSP00000013667,10090.ENSMUSP00000015987,10090.ENSMUSP00000018755,10090.ENSMUSP00000019516,10090.ENSMUSP00000019611,10090.ENSMUSP00000019992,10090.ENSMUSP00000021077,10090.ENSMUSP00000022369,10090.ENSMUSP00000022947,10090.ENSMUSP00000025166,10090.ENSMUSP00000025618,10090.ENSMUSP00000026551,10090.ENSMUSP00000027897,10090.ENSMUSP00000028062,10090.ENSMUSP00000028239,10090.ENSMUSP00000028280,10090.ENSMUSP00000031445,10090.ENSMUSP00000031447,10090.ENSMUSP00000031668,10090.ENSMUSP00000032768,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000037909,10090.ENSMUSP00000038181,10090.ENSMUSP00000038514,10090.ENSMUSP00000041579,10090.ENSMUSP00000043816,10090.ENSMUSP00000044276,10090.ENSMUSP00000045478,10090.ENSMUSP00000045639,10090.ENSMUSP00000046185,10090.ENSMUSP00000046906,10090.ENSMUSP00000047353,10090.ENSMUSP00000053232,10090.ENSMUSP00000055178,10090.ENSMUSP00000055225,10090.ENSMUSP00000065832,10090.ENSMUSP00000066701,10090.ENSMUSP00000067181,10090.ENSMUSP00000067241,10090.ENSMUSP00000071966,10090.ENSMUSP00000073124,10090.ENSMUSP00000076367,10090.ENSMUSP00000076459,10090.ENSMUSP00000078945,10090.ENSMUSP00000080579,10090.ENSMUSP00000080716,10090.ENSMUSP00000081946,10090.ENSMUSP00000082682,10090.ENSMUSP00000083077,10090.ENSMUSP00000084043,10090.ENSMUSP00000084541,10090.ENSMUSP00000085192,10090.ENSMUSP00000088291,10090.ENSMUSP00000088333,10090.ENSMUSP00000090245,10090.ENSMUSP00000092148,10090.ENSMUSP00000096241,10090.ENSMUSP00000099935,10090.ENSMUSP00000101049,10090.ENSMUSP00000103881,10090.ENSMUSP00000104322,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000112104,10090.ENSMUSP00000113500,10090.ENSMUSP00000115246,10090.ENSMUSP00000116426,10090.ENSMUSP00000130668,10090.ENSMUSP00000133302,10090.ENSMUSP00000138326,10090.ENSMUSP00000142284,10090.ENSMUSP00000143605,10090.ENSMUSP00000143677,10090.ENSMUSP00000148145,10090.ENSMUSP00000153410","Col1a1,Angptl4,Sptbn1,Elk1,Bcas1,Rxrg,Pdlim4,Nrbp2,Arhgef25,Lama4,Slc9a3r1,Vcl,Matn2,Cdh2,Pcsk5,Dpysl4,Smyd2,Vim,Gsn,Col5a1,Aacs,Anxa3,Col1a2,Nr2f2,Col4a1,Col4a2,Ntrk3,Kat6a,Irs2,Lgi4,Col27a1,Sh3pxd2b,Lzts2,Klf9,Mbp,Ppp1r9a,Atp1b2,Stard13,Vstm4,Kcna1,Cdkn1b,Mpz,Aatk,Nav1,Plxnb1,Plec,Gjc3,Sgcd,Htt,Dysf,Erbb3,Ubp1,Hmgb1,Atp1a2,Spp1,Foxd3,Col3a1,Otud7b,Sema6c,Marcks,Nfasc,Prx,L1cam,Col18a1,Wwp1,Gas7,Plcb1,Bcl2,Hnrnpk,Cadm2,Drp2,Rapgef3,Ncam1,Apoe,Ank3,Sema4c,Ugt8a,Camk2d,Cebpd,Aldh1a1",4.7e-10,3.72e-06,"Multicellular organism development"
"Process","GO:0048856",90,5513,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002360,10090.ENSMUSP00000006629,10090.ENSMUSP00000009550,10090.ENSMUSP00000013667,10090.ENSMUSP00000015987,10090.ENSMUSP00000018755,10090.ENSMUSP00000019516,10090.ENSMUSP00000019611,10090.ENSMUSP00000019992,10090.ENSMUSP00000021062,10090.ENSMUSP00000021077,10090.ENSMUSP00000022369,10090.ENSMUSP00000022947,10090.ENSMUSP00000024857,10090.ENSMUSP00000025166,10090.ENSMUSP00000025618,10090.ENSMUSP00000026551,10090.ENSMUSP00000027897,10090.ENSMUSP00000028062,10090.ENSMUSP00000028239,10090.ENSMUSP00000028280,10090.ENSMUSP00000030039,10090.ENSMUSP00000031445,10090.ENSMUSP00000031447,10090.ENSMUSP00000031668,10090.ENSMUSP00000032768,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000037909,10090.ENSMUSP00000038181,10090.ENSMUSP00000038514,10090.ENSMUSP00000041579,10090.ENSMUSP00000043816,10090.ENSMUSP00000044276,10090.ENSMUSP00000045478,10090.ENSMUSP00000045639,10090.ENSMUSP00000046185,10090.ENSMUSP00000046906,10090.ENSMUSP00000047353,10090.ENSMUSP00000053232,10090.ENSMUSP00000055178,10090.ENSMUSP00000055225,10090.ENSMUSP00000065832,10090.ENSMUSP00000066701,10090.ENSMUSP00000067181,10090.ENSMUSP00000067241,10090.ENSMUSP00000070648,10090.ENSMUSP00000071966,10090.ENSMUSP00000073124,10090.ENSMUSP00000076367,10090.ENSMUSP00000076459,10090.ENSMUSP00000077423,10090.ENSMUSP00000078945,10090.ENSMUSP00000080579,10090.ENSMUSP00000080716,10090.ENSMUSP00000081946,10090.ENSMUSP00000082682,10090.ENSMUSP00000083077,10090.ENSMUSP00000084043,10090.ENSMUSP00000084541,10090.ENSMUSP00000085192,10090.ENSMUSP00000088291,10090.ENSMUSP00000088333,10090.ENSMUSP00000090245,10090.ENSMUSP00000092148,10090.ENSMUSP00000092210,10090.ENSMUSP00000096241,10090.ENSMUSP00000099935,10090.ENSMUSP00000101049,10090.ENSMUSP00000102710,10090.ENSMUSP00000103881,10090.ENSMUSP00000104322,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000110777,10090.ENSMUSP00000112104,10090.ENSMUSP00000113500,10090.ENSMUSP00000115246,10090.ENSMUSP00000116426,10090.ENSMUSP00000122852,10090.ENSMUSP00000130668,10090.ENSMUSP00000133302,10090.ENSMUSP00000138326,10090.ENSMUSP00000142284,10090.ENSMUSP00000143605,10090.ENSMUSP00000143677,10090.ENSMUSP00000148145,10090.ENSMUSP00000153410,10090.ENSMUSP00000153467","Col1a1,Angptl4,Sptbn1,Elk1,Bcas1,Rxrg,Pdlim4,Nrbp2,Arhgef25,Lama4,Ddx5,Slc9a3r1,Vcl,Matn2,Lbh,Cdh2,Pcsk5,Dpysl4,Smyd2,Vim,Gsn,Col5a1,Fmn2,Aacs,Anxa3,Col1a2,Nr2f2,Col4a1,Col4a2,Ntrk3,Kat6a,Irs2,Lgi4,Col27a1,Sh3pxd2b,Lzts2,Klf9,Mbp,Ppp1r9a,Atp1b2,Stard13,Vstm4,Kcna1,Cdkn1b,Mpz,Aatk,Nav1,Xkr4,Plxnb1,Plec,Gjc3,Sgcd,Rasal2,Htt,Dysf,Erbb3,Ubp1,Hmgb1,Atp1a2,Spp1,Foxd3,Col3a1,Otud7b,Sema6c,Marcks,Nfasc,Cdh19,Prx,L1cam,Col18a1,Txnip,Wwp1,Gas7,Plcb1,Bcl2,Tnk2,Hnrnpk,Cadm2,Drp2,Rapgef3,Myo9a,Ncam1,Apoe,Ank3,Sema4c,Ugt8a,Camk2d,Cebpd,Aldh1a1,Trip10",1.34e-09,7.07e-06,"Anatomical structure development"
"Process","GO:0007399",48,2190,10090,"10090.ENSMUSP00000006629,10090.ENSMUSP00000013667,10090.ENSMUSP00000015987,10090.ENSMUSP00000019516,10090.ENSMUSP00000019611,10090.ENSMUSP00000021077,10090.ENSMUSP00000022369,10090.ENSMUSP00000022947,10090.ENSMUSP00000025166,10090.ENSMUSP00000026551,10090.ENSMUSP00000028062,10090.ENSMUSP00000028239,10090.ENSMUSP00000031447,10090.ENSMUSP00000032768,10090.ENSMUSP00000033898,10090.ENSMUSP00000037909,10090.ENSMUSP00000038514,10090.ENSMUSP00000041579,10090.ENSMUSP00000046185,10090.ENSMUSP00000046906,10090.ENSMUSP00000047353,10090.ENSMUSP00000055225,10090.ENSMUSP00000066701,10090.ENSMUSP00000067181,10090.ENSMUSP00000067241,10090.ENSMUSP00000071966,10090.ENSMUSP00000073124,10090.ENSMUSP00000076367,10090.ENSMUSP00000078945,10090.ENSMUSP00000080716,10090.ENSMUSP00000083077,10090.ENSMUSP00000085192,10090.ENSMUSP00000088333,10090.ENSMUSP00000090245,10090.ENSMUSP00000092148,10090.ENSMUSP00000096241,10090.ENSMUSP00000099935,10090.ENSMUSP00000104322,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000112104,10090.ENSMUSP00000113500,10090.ENSMUSP00000115246,10090.ENSMUSP00000130668,10090.ENSMUSP00000133302,10090.ENSMUSP00000138326,10090.ENSMUSP00000142284,10090.ENSMUSP00000143605","Sptbn1,Bcas1,Rxrg,Nrbp2,Arhgef25,Slc9a3r1,Vcl,Matn2,Cdh2,Dpysl4,Vim,Gsn,Anxa3,Nr2f2,Col4a1,Ntrk3,Irs2,Lgi4,Mbp,Ppp1r9a,Atp1b2,Kcna1,Mpz,Aatk,Nav1,Plxnb1,Plec,Gjc3,Htt,Erbb3,Atp1a2,Col3a1,Sema6c,Marcks,Nfasc,Prx,L1cam,Gas7,Plcb1,Bcl2,Hnrnpk,Cadm2,Drp2,Ncam1,Apoe,Ank3,Sema4c,Ugt8a",1.09e-08,4.32e-05,"Nervous system development"
"Process","GO:0032502",93,6028,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002360,10090.ENSMUSP00000006629,10090.ENSMUSP00000009550,10090.ENSMUSP00000013667,10090.ENSMUSP00000015987,10090.ENSMUSP00000018755,10090.ENSMUSP00000019516,10090.ENSMUSP00000019611,10090.ENSMUSP00000019992,10090.ENSMUSP00000020118,10090.ENSMUSP00000021062,10090.ENSMUSP00000021077,10090.ENSMUSP00000022369,10090.ENSMUSP00000022947,10090.ENSMUSP00000024857,10090.ENSMUSP00000025166,10090.ENSMUSP00000025618,10090.ENSMUSP00000026551,10090.ENSMUSP00000027897,10090.ENSMUSP00000028062,10090.ENSMUSP00000028239,10090.ENSMUSP00000028280,10090.ENSMUSP00000030039,10090.ENSMUSP00000031445,10090.ENSMUSP00000031447,10090.ENSMUSP00000031668,10090.ENSMUSP00000032768,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000037909,10090.ENSMUSP00000038181,10090.ENSMUSP00000038514,10090.ENSMUSP00000041579,10090.ENSMUSP00000043146,10090.ENSMUSP00000043816,10090.ENSMUSP00000044276,10090.ENSMUSP00000045478,10090.ENSMUSP00000045639,10090.ENSMUSP00000046185,10090.ENSMUSP00000046906,10090.ENSMUSP00000047353,10090.ENSMUSP00000053232,10090.ENSMUSP00000055178,10090.ENSMUSP00000055225,10090.ENSMUSP00000065832,10090.ENSMUSP00000066701,10090.ENSMUSP00000067181,10090.ENSMUSP00000067241,10090.ENSMUSP00000070648,10090.ENSMUSP00000071966,10090.ENSMUSP00000073124,10090.ENSMUSP00000076367,10090.ENSMUSP00000076459,10090.ENSMUSP00000077423,10090.ENSMUSP00000078945,10090.ENSMUSP00000080579,10090.ENSMUSP00000080716,10090.ENSMUSP00000081946,10090.ENSMUSP00000082682,10090.ENSMUSP00000083077,10090.ENSMUSP00000084043,10090.ENSMUSP00000084541,10090.ENSMUSP00000085192,10090.ENSMUSP00000088291,10090.ENSMUSP00000088333,10090.ENSMUSP00000090245,10090.ENSMUSP00000092148,10090.ENSMUSP00000092210,10090.ENSMUSP00000096241,10090.ENSMUSP00000099935,10090.ENSMUSP00000101049,10090.ENSMUSP00000102710,10090.ENSMUSP00000103881,10090.ENSMUSP00000104322,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000110777,10090.ENSMUSP00000112104,10090.ENSMUSP00000113500,10090.ENSMUSP00000115246,10090.ENSMUSP00000116426,10090.ENSMUSP00000122852,10090.ENSMUSP00000124131,10090.ENSMUSP00000130668,10090.ENSMUSP00000133302,10090.ENSMUSP00000138326,10090.ENSMUSP00000142284,10090.ENSMUSP00000143605,10090.ENSMUSP00000143677,10090.ENSMUSP00000148145,10090.ENSMUSP00000153410,10090.ENSMUSP00000153467","Col1a1,Angptl4,Sptbn1,Elk1,Bcas1,Rxrg,Pdlim4,Nrbp2,Arhgef25,Lama4,Dusp6,Ddx5,Slc9a3r1,Vcl,Matn2,Lbh,Cdh2,Pcsk5,Dpysl4,Smyd2,Vim,Gsn,Col5a1,Fmn2,Aacs,Anxa3,Col1a2,Nr2f2,Col4a1,Col4a2,Ntrk3,Kat6a,Irs2,Lgi4,Shc4,Col27a1,Sh3pxd2b,Lzts2,Klf9,Mbp,Ppp1r9a,Atp1b2,Stard13,Vstm4,Kcna1,Cdkn1b,Mpz,Aatk,Nav1,Xkr4,Plxnb1,Plec,Gjc3,Sgcd,Rasal2,Htt,Dysf,Erbb3,Ubp1,Hmgb1,Atp1a2,Spp1,Foxd3,Col3a1,Otud7b,Sema6c,Marcks,Nfasc,Cdh19,Prx,L1cam,Col18a1,Txnip,Wwp1,Gas7,Plcb1,Bcl2,Tnk2,Hnrnpk,Cadm2,Drp2,Rapgef3,Myo9a,Tle3,Ncam1,Apoe,Ank3,Sema4c,Ugt8a,Camk2d,Cebpd,Aldh1a1,Trip10",1.14e-08,4.32e-05,"Developmental process"
"Process","GO:0051239",59,3060,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000001792,10090.ENSMUSP00000006629,10090.ENSMUSP00000015987,10090.ENSMUSP00000019992,10090.ENSMUSP00000020118,10090.ENSMUSP00000020500,10090.ENSMUSP00000021077,10090.ENSMUSP00000021271,10090.ENSMUSP00000021416,10090.ENSMUSP00000022369,10090.ENSMUSP00000024857,10090.ENSMUSP00000025166,10090.ENSMUSP00000028062,10090.ENSMUSP00000030142,10090.ENSMUSP00000030469,10090.ENSMUSP00000031447,10090.ENSMUSP00000032768,10090.ENSMUSP00000033899,10090.ENSMUSP00000034270,10090.ENSMUSP00000035113,10090.ENSMUSP00000037909,10090.ENSMUSP00000038181,10090.ENSMUSP00000038514,10090.ENSMUSP00000041579,10090.ENSMUSP00000044276,10090.ENSMUSP00000046185,10090.ENSMUSP00000047705,10090.ENSMUSP00000048460,10090.ENSMUSP00000053232,10090.ENSMUSP00000055225,10090.ENSMUSP00000065832,10090.ENSMUSP00000071966,10090.ENSMUSP00000074621,10090.ENSMUSP00000080716,10090.ENSMUSP00000082682,10090.ENSMUSP00000083077,10090.ENSMUSP00000084043,10090.ENSMUSP00000085293,10090.ENSMUSP00000088291,10090.ENSMUSP00000088333,10090.ENSMUSP00000088833,10090.ENSMUSP00000090245,10090.ENSMUSP00000099493,10090.ENSMUSP00000099935,10090.ENSMUSP00000101049,10090.ENSMUSP00000101080,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000112104,10090.ENSMUSP00000116426,10090.ENSMUSP00000124131,10090.ENSMUSP00000130668,10090.ENSMUSP00000133302,10090.ENSMUSP00000142196,10090.ENSMUSP00000142284,10090.ENSMUSP00000143677,10090.ENSMUSP00000153410,10090.ENSMUSP00000153467","Col1a1,Il16,Sptbn1,Rxrg,Lama4,Dusp6,Appl2,Slc9a3r1,Per1,Mbip,Vcl,Lbh,Cdh2,Vim,Epb41l4b,Lurap1,Anxa3,Nr2f2,Col4a2,Map1lc3b,Ss18l2,Ntrk3,Kat6a,Irs2,Lgi4,Sh3pxd2b,Mbp,Kcnh2,Fxyd1,Stard13,Kcna1,Cdkn1b,Plxnb1,Smtn,Erbb3,Hmgb1,Atp1a2,Spp1,S1pr3,Otud7b,Sema6c,Prnp,Marcks,Per3,L1cam,Col18a1,Ctnna3,Plcb1,Bcl2,Hnrnpk,Rapgef3,Tle3,Ncam1,Apoe,Pex5l,Sema4c,Camk2d,Aldh1a1,Trip10",1.45e-08,4.32e-05,"Regulation of multicellular organismal process"
"Process","GO:0032879",48,2366,10090,"10090.ENSMUSP00000001792,10090.ENSMUSP00000006629,10090.ENSMUSP00000007216,10090.ENSMUSP00000020500,10090.ENSMUSP00000020948,10090.ENSMUSP00000021077,10090.ENSMUSP00000021271,10090.ENSMUSP00000022369,10090.ENSMUSP00000025166,10090.ENSMUSP00000028239,10090.ENSMUSP00000031445,10090.ENSMUSP00000034270,10090.ENSMUSP00000038514,10090.ENSMUSP00000042405,10090.ENSMUSP00000045478,10090.ENSMUSP00000045613,10090.ENSMUSP00000045808,10090.ENSMUSP00000046906,10090.ENSMUSP00000047353,10090.ENSMUSP00000047410,10090.ENSMUSP00000047705,10090.ENSMUSP00000048460,10090.ENSMUSP00000055225,10090.ENSMUSP00000069418,10090.ENSMUSP00000073555,10090.ENSMUSP00000076224,10090.ENSMUSP00000078945,10090.ENSMUSP00000080579,10090.ENSMUSP00000080716,10090.ENSMUSP00000081334,10090.ENSMUSP00000082682,10090.ENSMUSP00000083077,10090.ENSMUSP00000084043,10090.ENSMUSP00000088291,10090.ENSMUSP00000088833,10090.ENSMUSP00000090633,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000110777,10090.ENSMUSP00000112104,10090.ENSMUSP00000113038,10090.ENSMUSP00000116426,10090.ENSMUSP00000130668,10090.ENSMUSP00000133302,10090.ENSMUSP00000138326,10090.ENSMUSP00000139481,10090.ENSMUSP00000142196,10090.ENSMUSP00000143677","Il16,Sptbn1,Ap2m1,Appl2,Abca8b,Slc9a3r1,Per1,Vcl,Cdh2,Gsn,Aacs,Map1lc3b,Irs2,Scn7a,Lzts2,Slc36a2,Abca8a,Ppp1r9a,Atp1b2,Tax1bp3,Kcnh2,Fxyd1,Kcna1,C4b,Fxyd7,Zdhhc8,Htt,Dysf,Erbb3,Cldn19,Hmgb1,Atp1a2,Spp1,Otud7b,Prnp,Ahnak,Plcb1,Bcl2,Tnk2,Hnrnpk,Sept8,Rapgef3,Ncam1,Apoe,Ank3,Kcna6,Pex5l,Camk2d",1.15e-07,0.00026,"Regulation of localization"
"Process","GO:0040012",30,1114,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000001792,10090.ENSMUSP00000019992,10090.ENSMUSP00000020500,10090.ENSMUSP00000021077,10090.ENSMUSP00000022369,10090.ENSMUSP00000022566,10090.ENSMUSP00000025618,10090.ENSMUSP00000028062,10090.ENSMUSP00000030142,10090.ENSMUSP00000031447,10090.ENSMUSP00000032768,10090.ENSMUSP00000037909,10090.ENSMUSP00000038514,10090.ENSMUSP00000047353,10090.ENSMUSP00000053232,10090.ENSMUSP00000066880,10090.ENSMUSP00000071966,10090.ENSMUSP00000080579,10090.ENSMUSP00000081334,10090.ENSMUSP00000082682,10090.ENSMUSP00000085192,10090.ENSMUSP00000088333,10090.ENSMUSP00000101049,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000116426,10090.ENSMUSP00000133302,10090.ENSMUSP00000142284,10090.ENSMUSP00000143677","Col1a1,Il16,Lama4,Appl2,Slc9a3r1,Vcl,Spata13,Pcsk5,Vim,Epb41l4b,Anxa3,Nr2f2,Ntrk3,Irs2,Atp1b2,Stard13,Cadm4,Plxnb1,Dysf,Cldn19,Hmgb1,Col3a1,Sema6c,Col18a1,Plcb1,Bcl2,Rapgef3,Apoe,Sema4c,Camk2d",1.62e-07,0.00032,"Regulation of locomotion"
"Process","GO:0072359",28,993,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002360,10090.ENSMUSP00000015987,10090.ENSMUSP00000018755,10090.ENSMUSP00000019992,10090.ENSMUSP00000025166,10090.ENSMUSP00000025618,10090.ENSMUSP00000027897,10090.ENSMUSP00000028280,10090.ENSMUSP00000031668,10090.ENSMUSP00000032768,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000037909,10090.ENSMUSP00000038181,10090.ENSMUSP00000044276,10090.ENSMUSP00000055178,10090.ENSMUSP00000065832,10090.ENSMUSP00000073124,10090.ENSMUSP00000076459,10090.ENSMUSP00000080579,10090.ENSMUSP00000080716,10090.ENSMUSP00000081946,10090.ENSMUSP00000085192,10090.ENSMUSP00000101049,10090.ENSMUSP00000116426,10090.ENSMUSP00000133302,10090.ENSMUSP00000143677","Col1a1,Angptl4,Rxrg,Pdlim4,Lama4,Cdh2,Pcsk5,Smyd2,Col5a1,Col1a2,Nr2f2,Col4a1,Col4a2,Ntrk3,Kat6a,Sh3pxd2b,Vstm4,Cdkn1b,Plec,Sgcd,Dysf,Erbb3,Ubp1,Col3a1,Col18a1,Rapgef3,Apoe,Camk2d",1.78e-07,0.00032,"Circulatory system development"
"Process","GO:0030334",28,1007,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000019992,10090.ENSMUSP00000020500,10090.ENSMUSP00000021077,10090.ENSMUSP00000022369,10090.ENSMUSP00000022566,10090.ENSMUSP00000025618,10090.ENSMUSP00000028062,10090.ENSMUSP00000030142,10090.ENSMUSP00000031447,10090.ENSMUSP00000032768,10090.ENSMUSP00000037909,10090.ENSMUSP00000038514,10090.ENSMUSP00000047353,10090.ENSMUSP00000053232,10090.ENSMUSP00000071966,10090.ENSMUSP00000080579,10090.ENSMUSP00000081334,10090.ENSMUSP00000082682,10090.ENSMUSP00000085192,10090.ENSMUSP00000088333,10090.ENSMUSP00000101049,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000116426,10090.ENSMUSP00000133302,10090.ENSMUSP00000142284,10090.ENSMUSP00000143677","Col1a1,Lama4,Appl2,Slc9a3r1,Vcl,Spata13,Pcsk5,Vim,Epb41l4b,Anxa3,Nr2f2,Ntrk3,Irs2,Atp1b2,Stard13,Plxnb1,Dysf,Cldn19,Hmgb1,Col3a1,Sema6c,Col18a1,Plcb1,Bcl2,Rapgef3,Apoe,Sema4c,Camk2d",2.35e-07,0.00035,"Regulation of cell migration"
